DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,BUN,96044,40801691,1614837086
USA,BUN,57819,27172117,1099842130
USA,BUN,1456,11648,4632223232
USA,BUN,20384,163072,6485112525
USA,BUN,19253,74767,3048579565
USA,BUN,1,4950,203657355
USA,BUN,4776,136116,5534190716
USA,BUN,23669,426042,1706323773
USA,BUN,4322131,11078958,4446456943
USA,BUN,3384,5601512,2277457147
USA,BUN,168,1413384,5746522533
USA,BUN,150384,4596301,1838383445
USA,BUN,907104,71950152,2926519917
USA,BUN,57142889,110161809,4404362203
USA,BUN,17600,240932,972688261
USA,BUN,16608,4381201,1804051517
USA,BUN,411452,87518021,3503952156
USA,BUN,19278,4728179,1879493706
USA,BUN,123845842,342379391,13753642126
USA,BUN,63920,719879,2891276521
USA,BUN,1532056,2255856,89910884
USA,BUN,2800,41690,1695027851
USA,BUN,517585,205472113,8222898519
USA,BUN,46112,11238064,4486576234
USA,BUN,2844072,15738337,631485670
USA,BUN,1152,36804,1484610793
USA,BUN,9880,217104,8841273456
USA,BUN,9175334,15362126,6177965555
USA,BUN,4089558,38487147,1560502812
USA,BUN,426922,38059147,1536026669
USA,BUN,12948,10548,4192924932
USA,BUN,122472,652474,2686698714
USA,BUN,4812,945985,3765654109
USA,BUN,329184,64597,2659917128
USA,BUN,1542707,2651309,105867058
USA,BUN,716544,1128826,460680067
USA,BUN,3378438,16101807,6530722937
USA,BUN,4248,64723,2624750981
USA,BUN,50592,156284,6304230877
USA,BUN,33396,20328,808056295
USA,BUN,768,14784,587677305
USA,BUN,84,1728,686895552
USA,BUN,327552,117312,4665115659
USA,BUN,771752,1799784,7155792956
USA,BUN,42126,923688,3672918189
USA,BUN,160,13888,552060499
USA,BUN,319872,643776,2560194147
USA,BUN,21588,4479379,1787732238
USA,BUN,11449128,56932435,2276552400
USA,BUN,16608,4402751,1742507583
USA,BUN,19278,733546,2961464576
USA,BUN,7020,91065,3647207889
USA,BUN,52128,2633693,1050641022
USA,BUN,12466,42315,173166943
USA,BUN,3949208,10628103,4349370475
USA,BUN,1912734,13838613,5586911002
USA,BUN,1746,3620666,1461731657
USA,BUN,14500000,40355,1597158084
USA,BUN,74128,186694976,7597130341
USA,BUN,1000,13550,557949705
USA,BUN,1000,9600,39530016
USA,BUN,19452,1042303,4207975248
USA,BUN,144048,4427351,1777410705
USA,BUN,4572,122301,493752374
USA,BUN,1185464,99604692,4043373707
USA,BUN,118404,27117,1100990876
USA,BUN,18289,2129315,8476100341
USA,BUN,488000,4850605,1965513073
USA,BUN,116051,3373715,1341082076
USA,BUN,49737,2916113,1159181162
USA,BUN,24130,2442246,9994476573
USA,BUN,9288,395997,1576333377
USA,BUN,8826465,24422799,9708282407
USA,BUN,24970,22792,9128332752
USA,BUN,244944,136252,5416139627
USA,BUN,13194075,32455102,1333863906
USA,BUN,114384,370056,1471005905
USA,BUN,1803,5884,2381319524
USA,BUN,1752,2700,10927197
USA,BUN,73728,327424,1348237079
USA,BUN,4290,4935,1997248785
USA,BUN,10944,3837488,1580166271
USA,BUN,246,1200,4856532
USA,BUN,1458,14103,5606069427
USA,BUN,480885,1152313,4734347782
USA,BUN,4915296,7597104,3128267111
USA,BUN,167,20219,81828517
USA,BUN,131,12693,513699672
USA,BUN,118,96574,390845601
USA,BUN,96146,291447,1199858917
USA,BUN,73,51072,206694001
USA,BUN,106,6666,269780352
USA,BUN,776,196055,804293251
USA,BUN,1638,17774,719333331
USA,BUN,119,10296,416690445
USA,BUN,116633,321846,1325268492
USA,BUN,48,35104,142069749
USA,BUN,66552,668,270346948
USA,BUN,24685,2525552,1026836407
USA,BUN,30300,106428,4382396399
USA,BUN,16,300,1214133
USA,BUN,508,180,7284798
USA,BUN,30,420,16997862
USA,BUN,50,465,188190615
USA,BUN,3,300,1214133
USA,BUN,120000,89040,3591722232
USA,BUN,101088,17498,7205168958
USA,BUN,24684,252545,1026794936
USA,BUN,384,64,2544057
USA,BUN,3030,1476,60777399
USA,BUN,1400,1737,7152462
USA,BUN,10,961,3957119
USA,BUN,50,35,1441198
USA,BUN,150,2625,10808988
USA,BUN,100,185,761776
USA,BUN,100,104,4282418
USA,BUN,1308452,22635,9262988952
USA,BUN,25950,18165,7433717445
USA,BUN,144057,282734,115704083
USA,BUN,31327,64068,2621873984
USA,BUN,105408,17356,710264794
USA,BUN,1559772,3152332,1290038281
USA,BUN,98740,10101946,4134049667
USA,BUN,24993,1823239,7461295656
USA,BUN,5211115,6711341,2707240867
USA,BUN,2778,1881324,7638457637
USA,BUN,100000,60520,2467666688
USA,BUN,684691,1344682,5424218591
USA,BUN,141336,29274,1180863393
USA,BUN,1603563,2252013,9084237599
USA,BUN,4196,5208852,2144270805
USA,BUN,576,3004968,1237022122
USA,BUN,23232,924214,3782188678
USA,BUN,29760,890675,3644936022
USA,BUN,3503672,5609872,2246787395
USA,BUN,16128,79800,328503882
USA,BUN,40832768,86793579,3503693371
USA,BUN,19278,4746159,1914519856
USA,BUN,2574,1787616,7216945437
USA,BUN,2433,59060181,2411130839
USA,BUN,44590,55738,2254328984
USA,BUN,430625,162051354,6583356965
USA,BUN,47119,5821596,2354550324
USA,BUN,66535,694448,2761708584
USA,BUN,10080,158466,6301939274
USA,BUN,816,21764,865519457
USA,BUN,43975,2633663,1042343241
USA,BUN,816,254518,1012177363
USA,BUN,65894,128128,513160327
USA,BUN,438408,779829,3123261934
USA,BUN,213248,581533,2352016033
USA,BUN,660604,1784934,7219183412
USA,BUN,250132,14079545,5725688954
USA,BUN,30272,8490839,3399491301
USA,BUN,163244,17149,6935930199
USA,BUN,16072,37247024,1524271137
USA,BUN,69552,2496365,1009943423
USA,BUN,6300,155925,622123598
USA,BUN,239128,2086931,8418324875
USA,BUN,60000,36000,142688520
USA,BUN,24599,2689704,1088552796
USA,BUN,36,1818,7229895
USA,BUN,21,131,520966
USA,BUN,18,924,36746
USA,BUN,63228,1991682,8198938204
USA,BUN,54588,1742267,7172198909
USA,BUN,125000,95200,382423356
USA,BUN,19632719,4307551,1713652583
USA,BUN,209000,4186437,1684090805
USA,BUN,627963,10950028,4420734354
USA,BUN,980121,2144343,8718448325
USA,BUN,2875,68216385,2765993165
USA,BUN,40,360278,1454510738
USA,BUN,215,2020983,8092311444
USA,BUN,50,63989,2583357509
USA,BUN,515,4757179,1901929183
USA,BUN,16908,13687652,5521366127
USA,BUN,250728,102680757,4145109983
USA,BUN,98000,1019357,4079014276
USA,BUN,3123,285581,1152944757
USA,BUN,504,5106,2061389214
USA,BUN,62473,1633388,6474047675
USA,BUN,174816,124212,5003184754
USA,BUN,3744,16992,6754472928
USA,BUN,189216,30434,121889996
USA,BUN,10800,16455,6565363995
USA,BUN,4411957,10386061,4125568222
USA,BUN,17100,49213,1956261042
USA,BUN,4694925,12603427,5138971739
USA,BUN,2784619,7268208,295510074
USA,BUN,48,2903552,117221911
USA,BUN,767,4125284,1669547813
USA,BUN,1670,1500,6098685
USA,BUN,95244,2971371,1177723695
USA,BUN,99972,7292957,2941854874
USA,BUN,950,2236041,9089875176
USA,BUN,261792,27706368,1119139975
USA,BUN,53000,37100,149655093
USA,BUN,4162,26728733,1081741226
USA,BUN,850,425,16894132
USA,BUN,1,12494,49664774
USA,BUN,170,85,33788265
USA,BUN,148950,3095299,1273495772
USA,BUN,59400,1516387,623885587
USA,BUN,144024,4949257,2036267858
USA,BUN,48576,1218888,5014858709
USA,BUN,2400,706,290468874
USA,BUN,120000,127200,514942064
USA,BUN,184692,5605112,2268450483
USA,BUN,202077,16341714,6644197736
USA,BUN,19360,3040928,1208796248
USA,BUN,11424,44856,1796509713
USA,BUN,19295,31960,1270438764
USA,BUN,106624,227584,911487575
USA,BUN,106624,214592,859453835
USA,BUN,426496,894208,3581356692
USA,BUN,3411968,10136224,4059618529
USA,BUN,4459,468195,1894836666
USA,BUN,17712,47857824,1970646405
USA,BUN,31968,1428682,567913953
USA,BUN,54204,1269715,5047231398
USA,BUN,12480,33384,1327044045
USA,BUN,23880,2442432,9930415601
EST,BUN,19212,7752486,3172573103
EST,BUN,18988,7852332,3232483139
PHL,BUN,40000,50800,206092552
PHL,BUN,21500,2779284,1124084193
PHL,BUN,7980,192339,7758628284
FIN,BUN,104847,47685355,1928638952
FIN,BUN,125835,48325744,1925843925
FIN,BUN,62869,24449216,1000542601
FRA,BUN,38444,15895498,6387795818
FRA,BUN,21766,12110536,4885184343
FRA,BUN,60000,66000,264333960
FRA,BUN,12300,56005,2283570272
FRA,BUN,19935,8752393,3479154989
FRA,BUN,19994,7637708,3105331681
FRA,BUN,200000,136000,559856240
FRA,BUN,41234,3381188,1356885646
FRA,BUN,2938,3294368,1303835084
FRA,BUN,1184,1564669,6192600026
FRA,BUN,100,571,225988667
FRA,BUN,200000,190928,7861861349
FRA,BUN,400000,381856,1572372270
FRA,BUN,19221,12742047,5242447655
GAB,BUN,456551,7337613,2908314276
GRD,BUN,79500,6097968,2461865543
GRD,BUN,26500,1427025,5874476844
GRD,BUN,53000,403489,1627606033
GRC,BUN,19861,7421873,3013391766
GRC,BUN,14895,6027782,238915359
GRC,BUN,5110,2461292,9755503132
GRC,BUN,19200,7230008,287399325
GRC,BUN,19287,8467895,3438092388
GRC,BUN,18552,658264,2657536838
GRC,BUN,56376,1601924,6467271553
GRC,BUN,1200,70958,286470928
GTM,BUN,20000,7640,302373628
GTM,BUN,24886,1834075,7505640144
GTM,BUN,14800,2078964,8264069005
GTM,BUN,3000,960838,3819417524
GTM,BUN,120,2790,110421783
GTM,BUN,240,30348,1201104039
GTM,BUN,20000,7620,308389782
GTM,BUN,27600,9108,3686107788
GTM,BUN,276000,91080,3686107788
GTM,BUN,6344,71761,293669693
GTM,BUN,1207,121297,496387352
GTM,BUN,12924,244609,989323546
GTM,BUN,1072,1136048,4594757496
GTM,BUN,177,256496,1037400636
GTM,BUN,42,84072,340030044
GTM,BUN,137079,1171493,4738115153
GTM,BUN,1,869,35169385
GTM,BUN,16,220409,892019462
GTM,BUN,3,45384,183674038
GTM,BUN,1584,98041,396527804
GTM,BUN,187111,1107021,4477357504
GTM,BUN,600525,1400368,5766309317
GTM,BUN,51095,328644,1333288989
GTM,BUN,400,1674,67913175
GTM,BUN,1553,9994,40545058
GTM,BUN,6875,44217,179385715
GTM,BUN,100,90195,365915703
GTM,BUN,300,31899,129412329
GTM,BUN,400,2992,121383644
GTM,BUN,300,12861,52176305
GTM,BUN,1436,30672,1244344636
GTM,BUN,1100,7389,299767296
GTM,BUN,50,13475,546672665
GTM,BUN,950,133224,540481774
GTM,BUN,400,305865,1240875953
GTM,BUN,606,116392,47219536
GTM,BUN,1500,230096,933485666
GTM,BUN,200,73815,299463026
GTM,BUN,400,1188,48196447
GTM,BUN,1100,256363,1040049309
GTM,BUN,1,80375,3267878713
GTM,BUN,150,157135,637487266
GTM,BUN,350,425527,1726337507
GTM,BUN,24,13238,53705771
GTM,BUN,250,58275,236418178
GTM,BUN,28900,53685,2177968239
GTM,BUN,500,4255,172622797
GTM,BUN,7313,4704,190838457
GTM,BUN,250,294788,1195937228
GTM,BUN,600,324,131444856
GTM,BUN,200,29678,120401865
GTM,BUN,1500,903,366341682
GTM,BUN,152,6384,258995049
GTM,BUN,1148536,3049397,1238100923
GTM,BUN,30135,302817,1224746384
GTM,BUN,203144,1282476,5186987006
GTM,BUN,5888,154508,624909151
GTM,BUN,4768,327866,1326057315
GTM,BUN,5634,449761,1819062862
GTM,BUN,33918,14777,599494023
GTM,BUN,8520,405099,1643462337
GTM,BUN,1600,19548,79305063
GTM,BUN,6860,397853,1614065749
GTM,BUN,1600,52937,214762232
GTM,BUN,58000,4519202,1833413136
GTM,BUN,48845,214267,869268362
GTM,BUN,1664928,501234,2035085225
GTM,BUN,432,2010,81609015
GTM,BUN,600,13023891,516892107
GTM,BUN,177,4482604,1829153755
GTM,BUN,341,9659541,3869147267
GTM,BUN,528,8127383,3223306386
GTM,BUN,1,18449,75904536
GTM,BUN,6,4254,16836352
GTM,BUN,116,16756,6631639
GTM,BUN,3,15182,60086864
GTM,BUN,1156,24617212,1003594636
GTM,BUN,305,7753612,3131057876
GTM,BUN,745,20505727,831410249
GTM,BUN,1014,15490267,6242903515
GTM,BUN,151,2774163,1119207108
GTM,BUN,104,5,2030075
GTM,BUN,133,665,2699999
GTM,BUN,200,10,406015
GTM,BUN,4014,1115,45270672
GTM,BUN,200,10,406015
GTM,BUN,195000,975,3958646
GTM,BUN,152,3922056,1583408526
GTM,BUN,189,5283495,2133047318
GTM,BUN,715,11014575,4446793204
GTM,BUN,109,2309492,950191984
GTM,BUN,16,418386,1721361335
GTM,BUN,116,3392788,1395891374
GTM,BUN,105,1934205,7957880289
GTM,BUN,25,90775,366475922
GTM,BUN,1138,24272244,9978121638
GTM,BUN,495,11534654,4731868857
GTM,BUN,37,1051651,4273897508
GTM,BUN,172,2657104,1093820775
GTM,BUN,105,1934205,796232896
GTM,BUN,15240,6314,2509871826
GTM,BUN,14620,5942,2403247842
GTM,BUN,1608,160767,650223739
GTM,BUN,13,146238,5914610534
GTM,BUN,2,35740,1445507874
GTM,BUN,20,4514,185873429
GTM,BUN,3410,657539,2707554916
GTM,BUN,255,195525,786125156
GTM,BUN,1733161,1126554,4559287959
GTM,BUN,4214886,11410429,4560349316
GTM,BUN,105,405,160991145
GTM,BUN,576,1194,474625746
GTM,BUN,35453,12096,479433427
GTM,BUN,38445,13376,530167123
GTM,BUN,36000,71424,2888750822
GTM,BUN,620,59148,2403028069
GTM,BUN,2004,107688,4375977901
GTM,BUN,1050,22275,903683385
GTM,BUN,1650,94938,3855540016
GTM,BUN,220,677996,2789472163
GTM,BUN,208,1292,524156646
GTM,BUN,642,151648,6158746564
GTM,BUN,26775,64515,256452931
GTM,BUN,39209,149006,5923122605
GTM,BUN,91224,2068372,8221964853
GTM,BUN,7900,61620,2512518528
GTM,BUN,25200,865746,3446249129
GTM,BUN,4175,9809125,3999611864
GTM,BUN,268308,64358,2547141617
GTM,BUN,918,6275,2483500675
GTM,BUN,832,1724097,6823579383
GTM,BUN,5949227,11671694,4663853762
GTM,BUN,3359,4788,189775731
GTM,BUN,2360519,88144,3511764995
GTM,BUN,1295529,9235835,3704248505
GTM,BUN,18676,2022528,8039730827
GTM,BUN,853,25956,1028784229
GTM,BUN,315,189,74911473
GTM,BUN,4579,1138332,4681309599
GTM,BUN,28,21109,8522104369
GTM,BUN,12200,96868,3929876639
GTM,BUN,246888,27432,1119043634
GTM,BUN,63504,17355,687877573
GTM,BUN,5145,233924,925817389
GTM,BUN,2,5900,23862609
GTM,BUN,5,74000,299293740
GTM,BUN,1059,3942,1562439294
GTM,BUN,786,2690664,1079149095
GTM,BUN,405,3131295,1255873704
GTM,BUN,540,432333,1735234618
GTM,BUN,156,7644,306579182
GTM,BUN,250,3000,11890710
GTM,BUN,1224,19566,775512106
GTM,BUN,1708826,3882796,1567558518
GTM,BUN,576,1194,482040486
GTM,BUN,27535,204373,8154257889
GTM,BUN,40000,113208,4506436893
GTM,BUN,1460,14515,588864841
GTM,BUN,300,483,191440431
GTM,BUN,550,10286,40769281
GTM,BUN,55,725,28693832
GTM,BUN,60,65,257255
GTM,BUN,6159,213,84424041
GTM,BUN,4974572,12034221,481898333
GTM,BUN,315,1215,484771635
GTM,BUN,16128,6636,2647691
GTM,BUN,12768,1092704,447170536
GTM,BUN,64584,25599,1026262463
GTM,BUN,648,44284,1766882887
GTM,BUN,168,1561,622821829
GTM,BUN,315936,111405,4444936954
GTM,BUN,2009,522449,2138033716
GTM,BUN,1651,324676,1328681335
GTM,BUN,192,430,17156527
GTM,BUN,384,8351,333195713
GTM,BUN,1075,173362,709454513
GTM,BUN,30583,2355537,9639634731
GTM,BUN,1368,299283,1224764799
GTM,BUN,270,1354,540231106
GTM,BUN,3276,550672,2253531545
GTM,BUN,51764,62186,251511898
GTM,BUN,37764,110445,446695906
GTM,BUN,37,196784,795894855
GTM,BUN,19581,621731,2514597246
GTM,BUN,397142,509777,2061798174
GTM,BUN,14890,6104,247831556
GTM,BUN,308349,913876,3637838776
GTM,BUN,6156941,11685706,465169393
GTM,BUN,1,7,2792923
GTM,BUN,30470,210243,8630340853
GTM,BUN,5947992,5769984,2340847889
GTM,BUN,45240,130212,5256905842
GTM,BUN,576,47859,193215876
GTM,BUN,26544,2053895,8291964355
GTM,BUN,40176,18811,7594358109
GTM,BUN,2760,308492,1245440817
GTM,BUN,1570088,4100261,1686966283
GTM,BUN,2808,1113,457920477
GTM,BUN,180,5328,219209371
GIN,BUN,46323,7660132,3067928827
GIN,BUN,1343693,250776,1004372927
GUY,BUN,503500,29586985,1194482800
GUY,BUN,821500,6070885,2437037128
GUY,BUN,1061,6128035,2428889568
GUY,BUN,1905,13843495,5588881958
GUY,BUN,45,225,9083677
GUY,BUN,14,35,14130165
GUY,BUN,315,105,4239049
GUY,BUN,10,100,403719
GUY,BUN,23,1679,67784419
GUY,BUN,56,84,33912396
GUY,BUN,5,3765,152000203
GUY,BUN,140,28,11304132
HTI,BUN,448575,30324567,1214517103
HTI,BUN,530000,30961011,1249954840
HTI,BUN,50000,33551,1343737681
HTI,BUN,583000,34057111,1374950280
HTI,BUN,16400,205984,8164320028
HTI,BUN,350000,2467605,1016088178
HTI,BUN,24900,1755525,7228742847
HTI,BUN,22950,390375,1597543324
HTI,BUN,9325408,15327369,6138703249
HTI,BUN,28431,52515,2103257259
HTI,BUN,117612,30888,1237082933
HTI,BUN,220000,85800,353203422
HTI,BUN,91800,14951362,6009549155
HTI,BUN,904366,15347532,6210225348
HTI,BUN,375000,25581375,1033032437
HTI,BUN,650000,455754,1876662803
HND,BUN,276000,91080,3703121532
HND,BUN,542,11677028,4669871812
HND,BUN,152,3922056,1555656058
HND,BUN,189,5409495,2212883652
HND,BUN,429,6422845,2583206102
HND,BUN,105,1934205,7957880289
HND,BUN,642,14365824,5811567238
HND,BUN,303,7208909,2913642123
HND,BUN,525,14003115,5644089469
HND,BUN,124,1923364,7913277271
HND,BUN,105,1934205,7957880289
HND,BUN,105,236355,9542100424
HND,BUN,267,4126279,1665857232
HND,BUN,152,3416935,140582615
HND,BUN,28,66106,2684002758
HND,BUN,46,120713,4907504936
HND,BUN,143,2202915,9070965124
HND,BUN,55,1005511,4136963852
HND,BUN,50,1287096,5094029935
HND,BUN,66,2021623,8045777638
HND,BUN,26,477668,189050008
HND,BUN,215,4792152,1971630305
HND,BUN,76,1961028,806823789
HND,BUN,126,352233,144918871
HND,BUN,32,697768,2870819904
HND,BUN,6,152703,628264424
HND,BUN,4,107104,440656914
HND,BUN,70,1055772,4343752181
HND,BUN,119,2986976,1229615553
HND,BUN,182,2745832,1130346455
HND,BUN,20,425913,1742976547
HND,BUN,38,85735,3461284846
HND,BUN,69,2038125,8288559986
HND,BUN,30,463181,1895489501
HND,BUN,215,853734,3378882813
HND,BUN,56,1238463,50982444
HND,BUN,52,1371568,5635469783
HND,BUN,242,6239106,2545782721
HND,BUN,52,807833,3325517248
HND,BUN,80,1455841,5993100501
HND,BUN,38,824661,3392894505
HND,BUN,10,270635,1113470873
HND,BUN,19,524368,2157402018
HND,BUN,29,437735,1800968733
HND,BUN,53,185135,761699079
HND,BUN,18,9828,40435242
HND,BUN,3,945,3888004
HND,BUN,12,1548,636892
HND,BUN,35,743545,2955658294
HND,BUN,63,1514933,6021995017
HND,BUN,91,1368517,5439978241
HND,BUN,228,5883084,2338578838
HND,BUN,63,1761165,7000789379
HND,BUN,240,175932,713210126
HND,BUN,108,84564,34223981
HND,BUN,2670,1345194,54520522
HND,BUN,2796,979734,3988912076
HND,BUN,639,525798,2130124263
HND,BUN,251,817826,333120451
HND,BUN,306,4315,171525133
HND,BUN,99737,2036941,8097023799
HND,BUN,485989,969722,3854732224
HND,BUN,1388709,11980206,4837485266
HND,BUN,12,25982,1048069711
HND,BUN,13,5947,2398918701
HND,BUN,17472,122642,5045847541
HND,BUN,264,73656,298093934
HND,BUN,762,194616,787632358
HND,BUN,756,18711,757254749
HND,BUN,1253,515469,2086159741
HND,BUN,660,521478,2110478826
HND,BUN,85,174024,704294268
HND,BUN,497448,455994,1812617189
HND,BUN,331632,303996,1233293532
HND,BUN,20500,1608082,6392270677
HND,BUN,23400,2606246,1036006241
HND,BUN,23400,1055294,4200777166
HND,BUN,13080,2955916,1200146235
HND,BUN,8120,2894284,1175122718
HND,BUN,80000,252432,1024911785
HND,BUN,631966,2884522,1164536337
HND,BUN,274668,147947,5972901488
HND,BUN,45,15,6055785
HND,BUN,8,584,23577189
HND,BUN,15,435,17561776
HND,BUN,20,30,1211157
HND,BUN,1257,6009404,2426110573
HND,BUN,30,6,2422314
HND,BUN,1355,5592727,2257890152
HKG,BUN,1500,199500,816419835
HKG,BUN,317953,13076251,5331762888
HKG,BUN,19365,7428426,2952866191
IND,BUN,50300,8869,3616281536
IND,BUN,1,12000,48446280
IND,BUN,77733,36707626,1452803410
IND,BUN,10000,22324809,9012949565
IND,BUN,301982,15681161,6255298198
IND,BUN,53844,27871593,1103093546
IND,BUN,51728,26802125,1082052710
IND,BUN,104212,54013459,2148028843
IND,BUN,110710,57446707,2324875603
IND,BUN,26388,13501895,5450971548
IND,BUN,52244,27101209,1093216699
IND,BUN,55908,29011723,1170283586
IND,BUN,51270,2671167,1083676425
IND,BUN,327600,7317044,2954029687
IND,BUN,1000,453397,1866449556
IND,BUN,500,6360,256551588
IDN,BUN,8100,200785,7946608494
IDN,BUN,240,59492,235455652
IDN,BUN,5640,1398058,553319201
IDN,BUN,8000,37535,1497605212
IDN,BUN,8000,37535,1515359267
IDN,BUN,50000,85248,3441623731
IDN,BUN,50000,85698,3527835298
IRL,BUN,19195,7708164,3154435078
ISR,BUN,38396,15659847,6197807266
ISR,BUN,38535,1518279,621329870
ISR,BUN,19250,901607,3639958764
ISR,BUN,37950,15412699,6217220761
ISR,BUN,19913,788005,3203862849
ISR,BUN,38424,16306597,667319761
ISR,BUN,38512,15135216,614026632
ISR,BUN,57748,22343526,8881752677
ISR,BUN,76998,31658337,1303598508
ISR,BUN,38490,17414372,6932086819
ISR,BUN,90000,63510,2614446309
ISR,BUN,10000,5690,234233971
ISR,BUN,57867,25260173,1005524129
ITA,BUN,19218,74144,2998761494
ITA,BUN,40822,17094607,6781203011
ITA,BUN,59814,23142473,919934130
ITA,BUN,140206,61812807,2508995490
ITA,BUN,1,12450,505488675
ITA,BUN,20933,8906692,3664471383
ITA,BUN,59919,23711488,9429679394
ITA,BUN,50000,50000,200253000
ITA,BUN,19951,8080155,3306666071
ITA,BUN,42014,16843413,6833271594
ITA,BUN,62797,23673628,9410480193
ITA,BUN,21001,8822237,3496755391
ITA,BUN,19585,86711365,3431836391
ITA,BUN,60000,40800,161477016
ITA,BUN,160000,108800,447884992
ITA,BUN,19221,7538444,2996599336
ITA,BUN,1255,170424,6880340685
ITA,BUN,9792,205573,8233321993
ITA,BUN,10000,14000,55651260
ITA,BUN,100000,91000,367078530
ITA,BUN,15600,39936,1621461504
ITA,BUN,450,7875,31973681
ITA,BUN,19194,7527855,2992390113
ITA,BUN,60000,46800,186726852
ITA,BUN,25000,205875,8159999737
ITA,BUN,100000,95000,391182450
ITA,BUN,50000,45500,186201015
JAM,BUN,378,979083,4028231396
JAM,BUN,79250,5615814,2280104721
JAM,BUN,503500,35770151,1421895695
JAM,BUN,265000,18826395,748366145
JAM,BUN,106000,671457,2764113172
JAM,BUN,19949,7654722,3029562909
JAM,BUN,25000,20200,82665066
JAM,BUN,18400,236262,9592591593
JAM,BUN,477000,33816931,1359576164
JAM,BUN,261850,19865485,8013398936
JAM,BUN,21000,1545096,623784612
JAM,BUN,75000,64390,2569090171
JAM,BUN,85642,284816,1149856307
JAM,BUN,53000,4038812,1611441561
JAM,BUN,21000,1545096,6141895658
JAM,BUN,158850,12066951,4867602895
JAM,BUN,371000,2634842,1063735777
JAM,BUN,20500,1503676,618655913
JAM,BUN,25000,196875,7941602812
JAM,BUN,13721,1132971,4663977088
JAM,BUN,106000,847152,3466825544
JPN,BUN,26880,14463848,5729025798
JPN,BUN,62640,601344,2383469038
JPN,BUN,25071,14038967,5780839481
JPN,BUN,2287,2936548,1185540222
JPN,BUN,232192,241280,970130999
JPN,BUN,41760,400896,1627697894
JPN,BUN,3900,1092,437352552
JPN,BUN,189773,7849492,3188950192
JPN,BUN,20880,2357352,9706891904
JPN,BUN,19098,436834,1763581856
JPN,BUN,3600,648,265182984
JPN,BUN,38360,67162,2748490674
JPN,BUN,3300,594,243084402
JPN,BUN,37030,65591,268420017
JPN,BUN,336,2400,9879816
JPN,BUN,523048,229416156,9215354335
JPN,BUN,3300,594,243084402
JPN,BUN,34120,59774,2446149334
JPN,BUN,226528,93651336,3782667638
JPN,BUN,4,36595,145046844
JPN,BUN,6,64379,255170673
JPN,BUN,229,781583,3097858931
JPN,BUN,20,105265,417225196
JPN,BUN,12489,424626,1748011145
JPN,BUN,11400,205284,83473593
JPN,BUN,93820,1634288,665007772
JPN,BUN,336,2400,9782976
JPN,BUN,153975,68227748,2717191555
JPN,BUN,3000,540,22098582
JPN,BUN,37120,64964,2658541261
JPN,BUN,19152,9445219,3886037008
JPN,BUN,19173,10317813,4245047485
JPN,BUN,162675,65407072,2613239672
JPN,BUN,267853,113091868,4574751842
JPN,BUN,4250,75225,2977232483
JPN,BUN,71550,465075,1898772554
JPN,BUN,96171,4247334,1709938182
JPN,BUN,78879,29475364,1192900404
JPN,BUN,183513,72418165,2878687235
JPN,BUN,12500,58625,2347966425
JPN,BUN,51416,1035928,4145479024
JPN,BUN,14048,6420081,2552039978
JPN,BUN,23550,423981,1732833193
JPN,BUN,1133880,18207461,7457190358
JPN,BUN,21000,3990,161871906
JPN,BUN,208800,38336,1571625145
JPN,BUN,6900,1932,773777592
JPN,BUN,336,2400,9803724
JPN,BUN,18140,7033028,2795691927
JPN,BUN,20880,200448,8149794739
JPN,BUN,49500000,7419060,30541228205
JPN,BUN,15400,277287,1132130511
JPN,BUN,402620,7242173,2947893783
JPN,BUN,11100,2109,855608646
JPN,BUN,25800,4860,197167284
JPN,BUN,3900,1092,437352552
JPN,BUN,168,1200,4892928
JPN,BUN,20700,3726,1527569118
JPN,BUN,770580,1396836,570758483
JPN,BUN,34200,6498,2636199612
JPN,BUN,82500,15534,6302050596
JPN,BUN,7800,2184,874705104
JPN,BUN,20036,7858085,3234851413
JPN,BUN,15400,277287,1132130511
JPN,BUN,404220,7270369,2959114331
JPN,BUN,12860,24408,990217915
JPN,BUN,28760,54046,2192613792
JPN,BUN,3900,1092,437352552
JPN,BUN,62640,7072056,2910455142
JPN,BUN,437035,175347455,7081371655
JPN,BUN,131294,54995597,2186124477
JPN,BUN,492950,239949394,9541643499
JPN,BUN,181883,79771928,3238294989
JPN,BUN,34935,13936353,5621687882
JPN,BUN,104950,59193359,2371360241
JPN,BUN,33726,14497429,5894350185
JPN,BUN,15223,8390157,3325497458
JPN,BUN,105108,40227136,1601977140
JPN,BUN,182651,81215785,3220863621
JPN,BUN,34981,13634659,5518096479
JPN,BUN,52443,20464003,8195955986
JPN,BUN,230493,86711365,3431836391
JPN,BUN,36831,13531128,5419297951
JPN,BUN,19138,10477223,425981885
JPN,BUN,18297,21948253,8904274553
JPN,BUN,24963,389008,1569192141
JPN,BUN,21010,9601929,3895444984
JPN,BUN,104431,43282974,1715550973
JOR,BUN,19284,8115864,3299739869
JOR,BUN,38500,15334796,6185796015
JOR,BUN,19945,8002789,3246683481
JOR,BUN,222756,3893705,1559452215
KWT,BUN,19213,7627561,3121449671
KWT,BUN,74868,2695681,1075547067
KWT,BUN,1206744,24024,9549756216
LVA,BUN,300000,208500,850146240
LBY,BUN,25900,10660716,4225449412
